0		0.5 		12.3		1          
0.114685	0.146323        11.039          0.740135 
0.114875	0.14686         11.0356         0.739118 
0.115065	0.147399        11.0322         0.738098 
0.115255	0.147941        11.0287         0.737075 
0.115445	0.148485        11.0253         0.736048 
0.115636	0.149031        11.0218         0.735019 
0.115826	0.14958         11.0184         0.733986 
0.116016	0.15013         11.0149         0.73295 
0.116206	0.150682        11.0114         0.731911 
0.116396	0.151237        11.0079         0.730868 
0.116587	0.151793        11.0044         0.729823 
0.116777	0.152351        11.0009         0.728774 
0.116967	0.152911        10.9973         0.727722 
0.117157	0.153473        10.9938         0.726667 
0.117347	0.154036        10.9902         0.725608 
0.117538	0.154601        10.9867         0.724546 
0.117728	0.155168        10.9831         0.723481 
0.117918	0.155736        10.9795         0.722412 
0.118108	0.156305        10.9759         0.72134 
0.118298	0.156876        10.9722         0.720265 
0.118488	0.157448        10.9686         0.719187 
0.118679	0.158022        10.9649         0.718105 
0.118869	0.158597        10.9613         0.717019 
0.119059	0.159172        10.9576         0.71593 
0.119249	0.159749        10.9539         0.714838 
0.119439	0.160327        10.9501         0.713743 
0.11963		0.160906        10.9464         0.712644 
0.11982		0.161486        10.9426         0.711541 
0.12001		0.162066        10.9388         0.710435 
0.1202		0.162648        10.935          0.709326 
0.12039		0.16323         10.9312         0.708213 
0.120581	0.163812        10.9274         0.707097 
0.120771	0.164395        10.9235         0.705977 
0.120961	0.164979        10.9197         0.704853 
0.121151	0.165563        10.9158         0.703726 
0.121341	0.166147        10.9118         0.702596 
0.121532	0.166731        10.9079         0.701462 
0.121722	0.167316        10.9039         0.700324 
0.121912	0.1679          10.9            0.699183 
0.122102	0.168485        10.896          0.698038 
